ticker_id,ticker,ticker-full,short-name,sector_id,sector,industry_id,industry
259,ATGE,ATGE US Equity,ADTALEM GLOBAL E,2,Consumer Discretionary,19,Diversified Consumer Services
260,BFAM,BFAM US Equity,BRIGHT HORIZONS,2,Consumer Discretionary,19,Diversified Consumer Services
261,BODI,BODI US Equity,BEACHBODY CO INC,2,Consumer Discretionary,19,Diversified Consumer Services
262,CHGG,CHGG US Equity,CHEGG INC,2,Consumer Discretionary,19,Diversified Consumer Services
263,COUR,COUR US Equity,COURSERA,2,Consumer Discretionary,19,Diversified Consumer Services
264,CSV,CSV US Equity,CARRIAGE SERVICE,2,Consumer Discretionary,19,Diversified Consumer Services
265,DUOL,DUOL US Equity,DUOLINGO,2,Consumer Discretionary,19,Diversified Consumer Services
266,EEIQ,EEIQ US Equity,EPICQUEST EDUCAT,2,Consumer Discretionary,19,Diversified Consumer Services
267,EWCZ,EWCZ US Equity,EUROPEAN WAX-A,2,Consumer Discretionary,19,Diversified Consumer Services
268,FTDR,FTDR US Equity,FRONTDOOR INC,2,Consumer Discretionary,19,Diversified Consumer Services
269,GHC,GHC US Equity,GRAHAM HOLDING-B,2,Consumer Discretionary,19,Diversified Consumer Services
270,HRB,HRB US Equity,H&R BLOCK INC,2,Consumer Discretionary,19,Diversified Consumer Services
271,KIDZ,KIDZ US Equity,CLASSOVER HOLD-B,2,Consumer Discretionary,19,Diversified Consumer Services
272,KLC,KLC US Equity,KINDERCARE LEARN,2,Consumer Discretionary,19,Diversified Consumer Services
273,LAUR,LAUR US Equity,LAUREATE EDUCATI,2,Consumer Discretionary,19,Diversified Consumer Services
274,LGCY,LGCY US Equity,LEGACY EDUCATION,2,Consumer Discretionary,19,Diversified Consumer Services
275,LINC,LINC US Equity,LINCOLN EDUCATIO,2,Consumer Discretionary,19,Diversified Consumer Services
276,LOPE,LOPE US Equity,GRAND CANYON EDU,2,Consumer Discretionary,19,Diversified Consumer Services
277,LRN,LRN US Equity,STRIDE INC,2,Consumer Discretionary,19,Diversified Consumer Services
278,MATW,MATW US Equity,MATTHEWS INTL-A,2,Consumer Discretionary,19,Diversified Consumer Services
279,MCW,MCW US Equity,MISTER CAR WASH,2,Consumer Discretionary,19,Diversified Consumer Services
280,MYND,MYND US Equity,MYND.AI INC,2,Consumer Discretionary,19,Diversified Consumer Services
281,NRDY,NRDY US Equity,NERDY INC,2,Consumer Discretionary,19,Diversified Consumer Services
282,PET,PET US Equity,WAG! GROUP CO,2,Consumer Discretionary,19,Diversified Consumer Services
283,PRDO,PRDO US Equity,PERDOCEO EDUCATI,2,Consumer Discretionary,19,Diversified Consumer Services
284,RGS,RGS US Equity,REGIS CORP,2,Consumer Discretionary,19,Diversified Consumer Services
285,SCI,SCI US Equity,SERVICE CORP INT,2,Consumer Discretionary,19,Diversified Consumer Services
286,STRA,STRA US Equity,STRATEGIC EDUCAT,2,Consumer Discretionary,19,Diversified Consumer Services
287,UDMY,UDMY US Equity,UDEMY INC,2,Consumer Discretionary,19,Diversified Consumer Services
288,UTI,UTI US Equity,UNIVERSAL TECHNI,2,Consumer Discretionary,19,Diversified Consumer Services
289,XWEL,XWEL US Equity,XWELL INC,2,Consumer Discretionary,19,Diversified Consumer Services
290,ZSPC,ZSPC US Equity,ZSPACE INC,2,Consumer Discretionary,19,Diversified Consumer Services
291,ABNB,ABNB US Equity,AIRBNB INC-A,2,Consumer Discretionary,34,"Hotels, Restaurants & Leisure"
292,ACEL,ACEL US Equity,ACCEL ENTERTAINM,2,Consumer Discretionary,34,"Hotels, Restaurants & Leisure"
293,AGAE,AGAE US Equity,ALLIED GAMING &,2,Consumer Discretionary,34,"Hotels, Restaurants & Leisure"
294,AGH,AGH US Equity,AUREUS GREENWAY,2,Consumer Discretionary,34,"Hotels, Restaurants & Leisure"
295,AGS,AGS US Equity,PLAYAGS INC,2,Consumer Discretionary,34,"Hotels, Restaurants & Leisure"
296,ARKR,ARKR US Equity,ARK RESTAURANTS,2,Consumer Discretionary,34,"Hotels, Restaurants & Leisure"
297,ARMK,ARMK US Equity,ARAMARK,2,Consumer Discretionary,34,"Hotels, Restaurants & Leisure"
298,BALY,BALY US Equity,BALLY'S CORP,2,Consumer Discretionary,34,"Hotels, Restaurants & Leisure"
299,BDL,BDL US Equity,FLANIGAN'S ENTER,2,Consumer Discretionary,34,"Hotels, Restaurants & Leisure"
300,BH,BH US Equity,BIGLARI HOLDIN-B,2,Consumer Discretionary,34,"Hotels, Restaurants & Leisure"
301,BH/A,BH/A US Equity,NBHSA INC - A,2,Consumer Discretionary,34,"Hotels, Restaurants & Leisure"
